CR_447_Contig_0	349106	Psychrobacter sp. PRwf-1	Psychrobacter sp. PRwf-1	93.077	0.0
CR_448_Contig_0	565995	Bundibugyo ebolavirus	Bundibugyo ebolavirus	100.000	0.0
CR_449_Contig_0	345073	Vibrio cholerae O395	Vibrio cholerae O395	99.564	0.0
CR_449_Contig_1	1051646	Vibrio tubiashii ATCC 19109	Vibrio tubiashii ATCC 19109	92.208	2.35e-116
CR_449_Contig_2	666	Vibrio cholerae	Vibrio cholerae	99.350	0.0
CR_44_Contig_0	28035	Staphylococcus lugdunensis	Staphylococcus lugdunensis	100.000	0.0
CR_44_Contig_1	28035	Staphylococcus lugdunensis	Staphylococcus lugdunensis	100.000	0.0
CR_450_Contig_0	1283	Staphylococcus haemolyticus	Staphylococcus haemolyticus	99.810	0.0
CR_450_Contig_1	1282	Staphylococcus epidermidis	Staphylococcus epidermidis	99.109	0.0
CR_451_Contig_0	487	Neisseria meningitidis	Neisseria meningitidis	99.999	0.0
CR_452_Contig_0	1081940	Pseudomonas putida B6-2	Pseudomonas putida B6-2	99.121	0.0
CR_453_Contig_0	28132	Prevotella melaninogenica	Prevotella melaninogenica	99.996	0.0
CR_453_Contig_1	28132	Prevotella melaninogenica	Prevotella melaninogenica	99.996	0.0
CR_453_Contig_2	28132	Prevotella melaninogenica	Prevotella melaninogenica	98.819	0.0
CR_454_Contig_0	1283	Staphylococcus haemolyticus	Staphylococcus haemolyticus	98.170	0.0
CR_454_Contig_1	1283	Staphylococcus haemolyticus	Staphylococcus haemolyticus	98.885	0.0
CR_454_Contig_2	279808	Staphylococcus haemolyticus JCSC1435	Staphylococcus haemolyticus JCSC1435	97.458	0.0
CR_454_Contig_3	1283	Staphylococcus haemolyticus	Staphylococcus haemolyticus	99.158	0.0
CR_454_Contig_4	1280	Staphylococcus aureus	Staphylococcus aureus	98.356	0.0
CR_454_Contig_5	1283	Staphylococcus haemolyticus	Staphylococcus haemolyticus	99.170	0.0
CR_454_Contig_6	678601	Staphylococcus sp. CDC3	Staphylococcus sp. CDC3	95.197	0.0
CR_454_Contig_7	1283	Staphylococcus haemolyticus	Staphylococcus haemolyticus	99.855	0.0
CR_454_Contig_8	1282	Staphylococcus epidermidis	Staphylococcus epidermidis	99.976	0.0
CR_454_Contig_9	1282	Staphylococcus epidermidis	Staphylococcus epidermidis	97.671	0.0
CR_454_Contig_10	1280	Staphylococcus aureus	Staphylococcus aureus	99.710	0.0
CR_454_Contig_11	1280	Staphylococcus aureus	Staphylococcus aureus	99.713	0.0
CR_454_Contig_12	1283	Staphylococcus haemolyticus	Staphylococcus haemolyticus	97.013	0.0
CR_454_Contig_13	1283	Staphylococcus haemolyticus	Staphylococcus haemolyticus	99.539	0.0
CR_454_Contig_14	1283	Staphylococcus haemolyticus	Staphylococcus haemolyticus	97.721	0.0
CR_454_Contig_15	46170	Staphylococcus aureus subsp. aureus	Staphylococcus aureus subsp. aureus	98.211	0.0
CR_455_Contig_0	29385	Staphylococcus saprophyticus	Staphylococcus saprophyticus	99.996	0.0
CR_455_Contig_1	29385	Staphylococcus saprophyticus	Staphylococcus saprophyticus	99.999	0.0
CR_456_Contig_0	83334	Escherichia coli O157:H7	Escherichia coli O157:H7	99.948	0.0
CR_456_Contig_1	562	Escherichia coli	Escherichia coli	99.994	0.0
CR_457_Contig_0	1211776	Campylobacter jejuni subsp. jejuni NCTC 11168-BN148	Campylobacter jejuni subsp. jejuni NCTC 11168-BN148	99.953	0.0
CR_458_Contig_0	186538	Zaire ebolavirus	Zaire ebolavirus	100.000	0.0
CR_459_Contig_0	54388	Salmonella enterica subsp. enterica serovar Paratyphi A	Salmonella enterica subsp. enterica serovar Paratyphi A	100.000	0.0
CR_45_Contig_0	28082	Legionella anisa	Legionella anisa	99.215	0.0
CR_45_Contig_1	28082	Legionella anisa	Legionella anisa	99.996	0.0
CR_45_Contig_2	28087	Legionella sainthelensi	Legionella sainthelensi	99.912	0.0
CR_45_Contig_3	28082	Legionella anisa	Legionella anisa	99.997	0.0
CR_460_Contig_0	615	Serratia marcescens	Serratia marcescens	99.997	0.0
CR_461_Contig_0	1304922	Klebsiella pneumoniae 500_1420	Klebsiella pneumoniae 500_1420	99.978	0.0
CR_461_Contig_1	573	Klebsiella pneumoniae	Klebsiella pneumoniae	99.986	0.0
CR_461_Contig_2	573	Klebsiella pneumoniae	Klebsiella pneumoniae	99.980	0.0
CR_462_Contig_0	1280	Staphylococcus aureus	Staphylococcus aureus	100.000	0.0
CR_463_Contig_0	470934	Pantoea vagans	Pantoea vagans	99.998	0.0
CR_463_Contig_1	470934	Pantoea vagans	Pantoea vagans	99.999	0.0
CR_463_Contig_2	470934	Pantoea vagans	Pantoea vagans	99.996	0.0
CR_463_Contig_3	470934	Pantoea vagans	Pantoea vagans	99.999	0.0
CR_464_Contig_0	1930557	Shewanella sp. FDAARGOS_354	Shewanella sp. FDAARGOS_354	99.995	0.0
CR_464_Contig_1	1930557	Shewanella sp. FDAARGOS_354	Shewanella sp. FDAARGOS_354	99.996	0.0
CR_465_Contig_0	562	Escherichia coli	Escherichia coli	99.943	0.0
CR_465_Contig_1	562	Escherichia coli	Escherichia coli	99.942	0.0
CR_465_Contig_2	562	Escherichia coli	Escherichia coli	99.936	0.0
CR_465_Contig_3	562	Escherichia coli	Escherichia coli	99.950	0.0
CR_466_Contig_0	119856	Francisella tularensis subsp. tularensis	Francisella tularensis subsp. tularensis	99.985	0.0
CR_467_Contig_0	562	Escherichia coli	Escherichia coli	98.376	0.0
CR_467_Contig_1	386585	Escherichia coli O157:H7 str. Sakai	Escherichia coli O157:H7 str. Sakai	99.972	0.0
CR_467_Contig_2	155864	Escherichia coli O157:H7 str. EDL933	Escherichia coli O157:H7 str. EDL933	99.990	0.0
CR_467_Contig_3	386585	Escherichia coli O157:H7 str. Sakai	Escherichia coli O157:H7 str. Sakai	99.862	0.0
CR_467_Contig_4	562	Escherichia coli	Escherichia coli	99.471	0.0
CR_468_Contig_0	1463165	Klebsiella quasipneumoniae	Klebsiella quasipneumoniae	99.999	0.0
CR_468_Contig_1	1463165	Klebsiella quasipneumoniae	Klebsiella quasipneumoniae	99.999	0.0
CR_468_Contig_2	1463165	Klebsiella quasipneumoniae	Klebsiella quasipneumoniae	99.999	0.0
CR_469_Contig_0	1351	Enterococcus faecalis	Enterococcus faecalis	99.937	0.0
CR_469_Contig_1	1351	Enterococcus faecalis	Enterococcus faecalis	99.389	0.0
CR_469_Contig_2	1351	Enterococcus faecalis	Enterococcus faecalis	99.363	0.0
CR_46_Contig_0	666	Vibrio cholerae	Vibrio cholerae	98.281	0.0
CR_46_Contig_1	666	Vibrio cholerae	Vibrio cholerae	97.772	0.0
CR_470_Contig_0	85698	Achromobacter xylosoxidans	Achromobacter xylosoxidans	99.891	0.0
CR_470_Contig_1	85698	Achromobacter xylosoxidans	Achromobacter xylosoxidans	99.973	0.0
CR_471_Contig_0	263	Francisella tularensis	Francisella tularensis	99.996	0.0
CR_471_Contig_1	119856	Francisella tularensis subsp. tularensis	Francisella tularensis subsp. tularensis	99.864	0.0
CR_472_Contig_0	85698	Achromobacter xylosoxidans	Achromobacter xylosoxidans	99.277	0.0
CR_473_Contig_0	419947	Mycobacterium tuberculosis H37Ra	Mycobacterium tuberculosis H37Ra	99.979	0.0
CR_474_Contig_0	633	Yersinia pseudotuberculosis	Yersinia pseudotuberculosis	99.675	0.0
CR_474_Contig_1	502800	Yersinia pseudotuberculosis YPIII	Yersinia pseudotuberculosis YPIII	99.990	0.0
CR_475_Contig_0	5661	Leishmania donovani	Leishmania donovani	98.368	0.0
CR_475_Contig_1	5661	Leishmania donovani	Leishmania donovani	98.956	0.0
CR_475_Contig_2	5661	Leishmania donovani	Leishmania donovani	99.291	0.0
CR_475_Contig_3	5661	Leishmania donovani	Leishmania donovani	99.283	0.0
CR_475_Contig_4	5661	Leishmania donovani	Leishmania donovani	91.816	0.0
CR_475_Contig_5	5661	Leishmania donovani	Leishmania donovani	99.141	0.0
CR_475_Contig_6	5661	Leishmania donovani	Leishmania donovani	99.181	0.0
CR_475_Contig_7	5661	Leishmania donovani	Leishmania donovani	98.750	0.0
CR_475_Contig_8	5661	Leishmania donovani	Leishmania donovani	99.107	0.0
CR_475_Contig_9	5661	Leishmania donovani	Leishmania donovani	99.428	0.0
CR_475_Contig_10	5661	Leishmania donovani	Leishmania donovani	99.218	0.0
CR_475_Contig_11	5661	Leishmania donovani	Leishmania donovani	99.400	0.0
CR_475_Contig_12	5661	Leishmania donovani	Leishmania donovani	97.409	0.0
CR_475_Contig_13	5661	Leishmania donovani	Leishmania donovani	99.198	0.0
CR_475_Contig_14	5661	Leishmania donovani	Leishmania donovani	99.100	0.0
CR_475_Contig_15	5661	Leishmania donovani	Leishmania donovani	99.339	0.0
CR_475_Contig_16	5661	Leishmania donovani	Leishmania donovani	99.969	0.0
CR_475_Contig_17	5661	Leishmania donovani	Leishmania donovani	99.295	0.0
CR_475_Contig_18	5661	Leishmania donovani	Leishmania donovani	99.520	0.0
CR_475_Contig_19	5661	Leishmania donovani	Leishmania donovani	99.386	0.0
CR_475_Contig_20	5661	Leishmania donovani	Leishmania donovani	99.314	0.0
CR_475_Contig_21	435258	Leishmania infantum JPCM5	Leishmania infantum JPCM5	98.982	0.0
CR_475_Contig_22	5661	Leishmania donovani	Leishmania donovani	99.165	0.0
CR_475_Contig_23	435258	Leishmania infantum JPCM5	Leishmania infantum JPCM5	99.262	0.0
CR_475_Contig_24	5661	Leishmania donovani	Leishmania donovani	99.461	0.0
CR_475_Contig_25	435258	Leishmania infantum JPCM5	Leishmania infantum JPCM5	99.331	0.0
CR_475_Contig_26	435258	Leishmania infantum JPCM5	Leishmania infantum JPCM5	99.091	0.0
CR_475_Contig_27	5661	Leishmania donovani	Leishmania donovani	99.440	0.0
CR_475_Contig_28	5661	Leishmania donovani	Leishmania donovani	99.959	0.0
CR_475_Contig_29	5661	Leishmania donovani	Leishmania donovani	99.943	0.0
CR_475_Contig_30	5661	Leishmania donovani	Leishmania donovani	99.950	0.0
CR_475_Contig_31	5661	Leishmania donovani	Leishmania donovani	99.940	0.0
CR_475_Contig_32	5661	Leishmania donovani	Leishmania donovani	99.149	0.0
CR_475_Contig_33	5661	Leishmania donovani	Leishmania donovani	99.438	0.0
CR_475_Contig_34	5661	Leishmania donovani	Leishmania donovani	99.165	0.0
CR_475_Contig_35	435258	Leishmania infantum JPCM5	Leishmania infantum JPCM5	99.107	0.0
CR_475_Contig_36	5661	Leishmania donovani	Leishmania donovani	99.942	0.0
CR_475_Contig_37	5661	Leishmania donovani	Leishmania donovani	99.122	0.0
CR_475_Contig_38	5661	Leishmania donovani	Leishmania donovani	99.331	0.0
CR_475_Contig_39	5661	Leishmania donovani	Leishmania donovani	99.273	0.0
CR_475_Contig_40	5661	Leishmania donovani	Leishmania donovani	99.093	0.0
CR_475_Contig_41	5661	Leishmania donovani	Leishmania donovani	99.945	0.0
CR_475_Contig_42	5661	Leishmania donovani	Leishmania donovani	98.989	0.0
CR_475_Contig_43	5661	Leishmania donovani	Leishmania donovani	99.980	0.0
CR_475_Contig_44	5661	Leishmania donovani	Leishmania donovani	99.447	0.0
CR_475_Contig_45	5661	Leishmania donovani	Leishmania donovani	99.968	0.0
CR_475_Contig_46	435258	Leishmania infantum JPCM5	Leishmania infantum JPCM5	99.106	0.0
CR_475_Contig_47	435258	Leishmania infantum JPCM5	Leishmania infantum JPCM5	99.180	0.0
CR_475_Contig_48	435258	Leishmania infantum JPCM5	Leishmania infantum JPCM5	99.422	0.0
CR_475_Contig_49	5661	Leishmania donovani	Leishmania donovani	97.938	0.0
CR_475_Contig_50	5661	Leishmania donovani	Leishmania donovani	99.964	0.0
CR_475_Contig_51	5661	Leishmania donovani	Leishmania donovani	93.023	0.0
CR_475_Contig_52	5661	Leishmania donovani	Leishmania donovani	98.419	0.0
CR_475_Contig_53	5661	Leishmania donovani	Leishmania donovani	99.189	0.0
CR_475_Contig_54	5661	Leishmania donovani	Leishmania donovani	99.242	0.0
CR_475_Contig_55	5661	Leishmania donovani	Leishmania donovani	98.410	0.0
CR_476_Contig_0	672	Vibrio vulnificus	Vibrio vulnificus	99.999	0.0
CR_476_Contig_1	672	Vibrio vulnificus	Vibrio vulnificus	100.000	0.0
CR_477_Contig_0	624	Shigella sonnei	Shigella sonnei	99.996	0.0
CR_477_Contig_1	562	Escherichia coli	Escherichia coli	99.529	0.0
CR_478_Contig_0	34105	Streptobacillus moniliformis	Streptobacillus moniliformis	99.776	0.0
CR_478_Contig_1	34105	Streptobacillus moniliformis	Streptobacillus moniliformis	99.857	0.0
CR_479_Contig_0	630	Yersinia enterocolitica	Yersinia enterocolitica	99.695	0.0
CR_479_Contig_1	630	Yersinia enterocolitica	Yersinia enterocolitica	99.680	0.0
CR_479_Contig_2	630	Yersinia enterocolitica	Yersinia enterocolitica	99.415	0.0
CR_479_Contig_3	630	Yersinia enterocolitica	Yersinia enterocolitica	99.381	0.0
CR_479_Contig_4	630	Yersinia enterocolitica	Yersinia enterocolitica	99.368	0.0
CR_479_Contig_5	630	Yersinia enterocolitica	Yersinia enterocolitica	99.554	0.0
CR_479_Contig_6	630	Yersinia enterocolitica	Yersinia enterocolitica	99.276	0.0
CR_479_Contig_7	630	Yersinia enterocolitica	Yersinia enterocolitica	98.996	0.0
CR_479_Contig_8	630	Yersinia enterocolitica	Yersinia enterocolitica	99.470	0.0
CR_479_Contig_9	630	Yersinia enterocolitica	Yersinia enterocolitica	99.296	0.0
CR_479_Contig_10	630	Yersinia enterocolitica	Yersinia enterocolitica	99.693	0.0
CR_479_Contig_11	630	Yersinia enterocolitica	Yersinia enterocolitica	98.855	0.0
CR_479_Contig_12	630	Yersinia enterocolitica	Yersinia enterocolitica	99.435	0.0
CR_479_Contig_13	630	Yersinia enterocolitica	Yersinia enterocolitica	99.150	0.0
CR_479_Contig_14	630	Yersinia enterocolitica	Yersinia enterocolitica	98.598	0.0
CR_479_Contig_15	630	Yersinia enterocolitica	Yersinia enterocolitica	99.614	0.0
CR_479_Contig_16	630	Yersinia enterocolitica	Yersinia enterocolitica	98.673	0.0
CR_479_Contig_17	630	Yersinia enterocolitica	Yersinia enterocolitica	99.051	0.0
CR_479_Contig_18	630	Yersinia enterocolitica	Yersinia enterocolitica	99.608	0.0
CR_479_Contig_19	630	Yersinia enterocolitica	Yersinia enterocolitica	97.124	0.0
CR_479_Contig_20	630	Yersinia enterocolitica	Yersinia enterocolitica	98.147	0.0
CR_479_Contig_21	393305	Yersinia enterocolitica subsp. enterocolitica 8081	Yersinia enterocolitica subsp. enterocolitica 8081	99.012	0.0
CR_479_Contig_22	630	Yersinia enterocolitica	Yersinia enterocolitica	98.583	0.0
CR_479_Contig_23	630	Yersinia enterocolitica	Yersinia enterocolitica	99.345	0.0
CR_47_Contig_0	93061	Staphylococcus aureus subsp. aureus NCTC 8325	Staphylococcus aureus subsp. aureus NCTC 8325	99.276	0.0
CR_47_Contig_1	93061	Staphylococcus aureus subsp. aureus NCTC 8325	Staphylococcus aureus subsp. aureus NCTC 8325	99.810	0.0
CR_47_Contig_2	1280	Staphylococcus aureus	Staphylococcus aureus	99.999	0.0
CR_47_Contig_3	93061	Staphylococcus aureus subsp. aureus NCTC 8325	Staphylococcus aureus subsp. aureus NCTC 8325	99.921	0.0
CR_47_Contig_4	1280	Staphylococcus aureus	Staphylococcus aureus	99.992	0.0
CR_480_Contig_0	562	Escherichia coli	Escherichia coli	99.983	0.0
CR_481_Contig_0	575	Raoultella planticola	Raoultella planticola	99.908	0.0
CR_481_Contig_1	575	Raoultella planticola	Raoultella planticola	99.873	0.0
CR_481_Contig_2	575	Raoultella planticola	Raoultella planticola	99.987	0.0
CR_481_Contig_3	575	Raoultella planticola	Raoultella planticola	99.946	0.0
CR_481_Contig_4	575	Raoultella planticola	Raoultella planticola	99.077	0.0
CR_481_Contig_5	575	Raoultella planticola	Raoultella planticola	99.832	0.0
CR_482_Contig_0	186538	Zaire ebolavirus	Zaire ebolavirus	100.000	0.0
CR_483_Contig_0	450	Legionella longbeachae	Legionella longbeachae	100.000	0.0
CR_484_Contig_0	186541	Tai Forest ebolavirus	Tai Forest ebolavirus	100.000	0.0
CR_485_Contig_0	2027919	Enterobacter cloacae complex sp.	Enterobacter cloacae complex sp.	99.999	0.0
CR_485_Contig_1	61645	Enterobacter asburiae	Enterobacter asburiae	98.724	0.0
CR_485_Contig_2	2027919	Enterobacter cloacae complex sp.	Enterobacter cloacae complex sp.	99.753	0.0
CR_486_Contig_0	419257	Yersinia massiliensis	Yersinia massiliensis	96.294	0.0
CR_486_Contig_1	631	Yersinia intermedia	Yersinia intermedia	92.544	0.0
CR_487_Contig_0	5661	Leishmania donovani	Leishmania donovani	99.872	0.0
CR_487_Contig_1	5661	Leishmania donovani	Leishmania donovani	99.906	0.0
CR_487_Contig_2	5661	Leishmania donovani	Leishmania donovani	99.906	0.0
CR_487_Contig_3	5661	Leishmania donovani	Leishmania donovani	99.862	0.0
CR_487_Contig_4	5661	Leishmania donovani	Leishmania donovani	99.892	0.0
CR_487_Contig_5	5661	Leishmania donovani	Leishmania donovani	99.720	0.0
CR_487_Contig_6	5661	Leishmania donovani	Leishmania donovani	98.632	0.0
CR_487_Contig_7	5661	Leishmania donovani	Leishmania donovani	99.939	0.0
CR_487_Contig_8	5661	Leishmania donovani	Leishmania donovani	99.281	0.0
CR_487_Contig_9	5661	Leishmania donovani	Leishmania donovani	99.830	0.0
CR_487_Contig_10	435258	Leishmania infantum JPCM5	Leishmania infantum JPCM5	99.104	0.0
CR_487_Contig_11	5661	Leishmania donovani	Leishmania donovani	99.940	0.0
CR_487_Contig_12	5661	Leishmania donovani	Leishmania donovani	99.946	0.0
CR_487_Contig_13	5661	Leishmania donovani	Leishmania donovani	99.807	0.0
CR_487_Contig_14	5661	Leishmania donovani	Leishmania donovani	99.926	0.0
CR_487_Contig_15	5661	Leishmania donovani	Leishmania donovani	99.895	0.0
CR_487_Contig_16	5661	Leishmania donovani	Leishmania donovani	97.835	0.0
CR_487_Contig_17	5661	Leishmania donovani	Leishmania donovani	99.839	0.0
CR_487_Contig_18	5661	Leishmania donovani	Leishmania donovani	99.454	0.0
CR_487_Contig_19	5661	Leishmania donovani	Leishmania donovani	98.839	0.0
CR_487_Contig_20	5661	Leishmania donovani	Leishmania donovani	99.866	0.0
CR_487_Contig_21	5661	Leishmania donovani	Leishmania donovani	99.951	0.0
CR_487_Contig_22	5661	Leishmania donovani	Leishmania donovani	99.914	0.0
CR_487_Contig_23	5661	Leishmania donovani	Leishmania donovani	99.870	0.0
CR_487_Contig_24	5661	Leishmania donovani	Leishmania donovani	99.780	0.0
CR_487_Contig_25	5661	Leishmania donovani	Leishmania donovani	99.867	0.0
CR_487_Contig_26	5661	Leishmania donovani	Leishmania donovani	99.927	0.0
CR_487_Contig_27	5661	Leishmania donovani	Leishmania donovani	99.909	0.0
CR_487_Contig_28	5661	Leishmania donovani	Leishmania donovani	99.893	0.0
CR_487_Contig_29	5661	Leishmania donovani	Leishmania donovani	99.864	0.0
CR_487_Contig_30	5661	Leishmania donovani	Leishmania donovani	99.910	0.0
CR_487_Contig_31	5661	Leishmania donovani	Leishmania donovani	99.815	0.0
CR_487_Contig_32	5661	Leishmania donovani	Leishmania donovani	99.937	0.0
CR_487_Contig_33	5661	Leishmania donovani	Leishmania donovani	99.808	0.0
CR_487_Contig_34	5661	Leishmania donovani	Leishmania donovani	99.897	0.0
CR_487_Contig_35	5661	Leishmania donovani	Leishmania donovani	99.156	0.0
CR_487_Contig_36	5661	Leishmania donovani	Leishmania donovani	99.961	0.0
CR_487_Contig_37	5661	Leishmania donovani	Leishmania donovani	99.943	0.0
CR_487_Contig_38	5661	Leishmania donovani	Leishmania donovani	99.869	0.0
CR_487_Contig_39	5661	Leishmania donovani	Leishmania donovani	99.858	0.0
CR_487_Contig_40	5661	Leishmania donovani	Leishmania donovani	99.384	0.0
CR_487_Contig_41	5661	Leishmania donovani	Leishmania donovani	99.880	0.0
CR_487_Contig_42	347515	Leishmania major strain Friedlin	Leishmania major strain Friedlin	92.394	0.0
CR_487_Contig_43	5661	Leishmania donovani	Leishmania donovani	98.851	0.0
CR_487_Contig_44	5661	Leishmania donovani	Leishmania donovani	99.863	0.0
CR_487_Contig_45	5661	Leishmania donovani	Leishmania donovani	99.006	0.0
CR_487_Contig_46	5661	Leishmania donovani	Leishmania donovani	99.767	0.0
CR_487_Contig_47	5661	Leishmania donovani	Leishmania donovani	99.863	0.0
CR_487_Contig_48	5661	Leishmania donovani	Leishmania donovani	99.855	0.0
CR_487_Contig_49	5661	Leishmania donovani	Leishmania donovani	97.365	0.0
CR_487_Contig_50	5661	Leishmania donovani	Leishmania donovani	99.902	0.0
CR_487_Contig_51	5661	Leishmania donovani	Leishmania donovani	97.689	0.0
CR_487_Contig_52	5661	Leishmania donovani	Leishmania donovani	99.876	0.0
CR_487_Contig_53	5661	Leishmania donovani	Leishmania donovani	99.887	0.0
CR_487_Contig_54	5661	Leishmania donovani	Leishmania donovani	99.288	0.0
CR_487_Contig_55	5661	Leishmania donovani	Leishmania donovani	99.867	0.0
CR_487_Contig_56	5661	Leishmania donovani	Leishmania donovani	99.939	0.0
CR_487_Contig_57	5661	Leishmania donovani	Leishmania donovani	99.830	0.0
CR_487_Contig_58	5661	Leishmania donovani	Leishmania donovani	99.880	0.0
CR_487_Contig_59	5661	Leishmania donovani	Leishmania donovani	99.867	0.0
CR_487_Contig_60	5661	Leishmania donovani	Leishmania donovani	99.907	0.0
CR_487_Contig_61	5661	Leishmania donovani	Leishmania donovani	99.845	0.0
CR_487_Contig_62	5661	Leishmania donovani	Leishmania donovani	99.929	0.0
CR_487_Contig_63	5661	Leishmania donovani	Leishmania donovani	99.865	0.0
CR_487_Contig_64	5661	Leishmania donovani	Leishmania donovani	99.812	0.0
CR_487_Contig_65	5661	Leishmania donovani	Leishmania donovani	99.602	0.0
CR_487_Contig_66	435258	Leishmania infantum JPCM5	Leishmania infantum JPCM5	99.475	0.0
CR_487_Contig_67	5661	Leishmania donovani	Leishmania donovani	99.894	0.0
CR_487_Contig_68	5661	Leishmania donovani	Leishmania donovani	93.827	1.08e-93
CR_487_Contig_69	5661	Leishmania donovani	Leishmania donovani	87.950	0.0
CR_487_Contig_70	5661	Leishmania donovani	Leishmania donovani	99.473	0.0
CR_488_Contig_0	29385	Staphylococcus saprophyticus	Staphylococcus saprophyticus	99.984	0.0
CR_488_Contig_1	29385	Staphylococcus saprophyticus	Staphylococcus saprophyticus	99.998	0.0
CR_488_Contig_2	29385	Staphylococcus saprophyticus	Staphylococcus saprophyticus	99.992	0.0
CR_488_Contig_3	29385	Staphylococcus saprophyticus	Staphylococcus saprophyticus	99.994	0.0
CR_489_Contig_0	562	Escherichia coli	Escherichia coli	99.933	0.0
CR_489_Contig_1	1133852	Escherichia coli O104:H4 str. 2011C-3493	Escherichia coli O104:H4 str. 2011C-3493	99.954	0.0
CR_489_Contig_2	1133852	Escherichia coli O104:H4 str. 2011C-3493	Escherichia coli O104:H4 str. 2011C-3493	99.889	0.0
CR_489_Contig_3	562	Escherichia coli	Escherichia coli	99.588	0.0
CR_489_Contig_4	562	Escherichia coli	Escherichia coli	99.941	0.0
CR_48_Contig_0	28901	Salmonella enterica	Salmonella enterica	99.930	0.0
CR_48_Contig_1	28901	Salmonella enterica	Salmonella enterica	100.000	0.0
CR_48_Contig_2	28901	Salmonella enterica	Salmonella enterica	99.909	0.0
CR_48_Contig_3	28901	Salmonella enterica	Salmonella enterica	99.996	0.0
CR_490_Contig_0	562	Escherichia coli	Escherichia coli	99.314	0.0
CR_490_Contig_1	562	Escherichia coli	Escherichia coli	99.648	0.0
CR_490_Contig_2	562	Escherichia coli	Escherichia coli	99.959	0.0
CR_490_Contig_3	573	Klebsiella pneumoniae	Klebsiella pneumoniae	99.823	0.0
CR_490_Contig_4	562	Escherichia coli	Escherichia coli	97.732	0.0
CR_490_Contig_5	562	Escherichia coli	Escherichia coli	98.808	0.0
CR_490_Contig_6	562	Escherichia coli	Escherichia coli	99.962	0.0
CR_490_Contig_7	562	Escherichia coli	Escherichia coli	99.866	0.0
CR_490_Contig_8	562	Escherichia coli	Escherichia coli	99.980	0.0
CR_490_Contig_9	562	Escherichia coli	Escherichia coli	99.947	0.0
CR_490_Contig_10	562	Escherichia coli	Escherichia coli	99.037	0.0
CR_490_Contig_11	562	Escherichia coli	Escherichia coli	99.521	0.0
CR_490_Contig_12	498388	Escherichia coli C	Escherichia coli C	99.904	0.0
CR_490_Contig_13	941323	Escherichia coli VR50	Escherichia coli VR50	99.946	0.0
CR_490_Contig_14	562	Escherichia coli	Escherichia coli	98.975	0.0
CR_490_Contig_15	511145	Escherichia coli str. K-12 substr. MG1655	Escherichia coli str. K-12 substr. MG1655	99.956	0.0
CR_490_Contig_16	562	Escherichia coli	Escherichia coli	98.291	0.0
CR_490_Contig_17	562	Escherichia coli	Escherichia coli	99.907	0.0
CR_490_Contig_18	562	Escherichia coli	Escherichia coli	99.038	0.0
CR_490_Contig_19	216592	Escherichia coli 042	Escherichia coli 042	95.065	0.0
CR_490_Contig_20	562	Escherichia coli	Escherichia coli	99.969	0.0
CR_490_Contig_21	28901	Salmonella enterica	Salmonella enterica	99.214	0.0
CR_491_Contig_0	197	Campylobacter jejuni	Campylobacter jejuni	99.983	0.0
CR_492_Contig_0	584	Proteus mirabilis	Proteus mirabilis	99.211	0.0
CR_492_Contig_1	584	Proteus mirabilis	Proteus mirabilis	98.831	0.0
CR_492_Contig_2	584	Proteus mirabilis	Proteus mirabilis	99.004	0.0
CR_492_Contig_3	584	Proteus mirabilis	Proteus mirabilis	99.852	0.0
CR_492_Contig_4	584	Proteus mirabilis	Proteus mirabilis	99.223	0.0
CR_492_Contig_5	584	Proteus mirabilis	Proteus mirabilis	99.950	0.0
CR_492_Contig_6	584	Proteus mirabilis	Proteus mirabilis	99.185	0.0
CR_492_Contig_7	584	Proteus mirabilis	Proteus mirabilis	99.887	0.0
CR_492_Contig_8	584	Proteus mirabilis	Proteus mirabilis	99.878	0.0
CR_493_Contig_0	186538	Zaire ebolavirus	Zaire ebolavirus	100.000	0.0
CR_494_Contig_0	630	Yersinia enterocolitica	Yersinia enterocolitica	99.524	0.0
CR_494_Contig_1	630	Yersinia enterocolitica	Yersinia enterocolitica	99.944	0.0
CR_494_Contig_2	630	Yersinia enterocolitica	Yersinia enterocolitica	99.976	0.0
CR_494_Contig_3	630	Yersinia enterocolitica	Yersinia enterocolitica	99.970	0.0
CR_495_Contig_0	774	Bartonella bacilliformis	Bartonella bacilliformis	100.000	0.0
CR_496_Contig_0	1280	Staphylococcus aureus	Staphylococcus aureus	99.999	0.0
CR_497_Contig_0	1319	Streptococcus sp. 'group B'	Streptococcus sp. 'group B'	99.991	0.0
CR_498_Contig_0	485	Neisseria gonorrhoeae	Neisseria gonorrhoeae	99.999	0.0
CR_499_Contig_0	32022	Campylobacter jejuni subsp. jejuni	Campylobacter jejuni subsp. jejuni	99.814	0.0
CR_499_Contig_1	1338035	Campylobacter jejuni 32488	Campylobacter jejuni 32488	99.044	0.0
CR_49_Contig_0	1309	Streptococcus mutans	Streptococcus mutans	99.157	0.0
CR_4_Contig_0	1280	Staphylococcus aureus	Staphylococcus aureus	99.998	0.0
CR_500_Contig_0	77133	uncultured bacterium	uncultured bacterium	99.590	0.0
CR_500_Contig_1	1352	Enterococcus faecium	Enterococcus faecium	99.471	0.0
CR_500_Contig_2	1352	Enterococcus faecium	Enterococcus faecium	98.390	0.0
CR_501_Contig_0	1811975	Enterobacter sp. HP19	Enterobacter sp. HP19	99.962	0.0
